man_nontrad_1_1,m_nt_1_scale_1,m_nt_1_scale_3,m_nt_1_scale_4,m_nt_1_scale_5,m_nt_1_scale_12,m_nt_1_scale_13,man_nontrad_2_1,m_nt_2_scale_1,m_nt_2_scale_3,m_nt_2_scale_4,m_nt_2_scale_5,m_nt_2_scale_12,m_nt_2_scale_13,man_nontrad_3_1,m_nt_3_scale_1,m_nt_3_scale_3,m_nt_3_scale_4,m_nt_3_scale_5,m_nt_3_scale_12,m_nt_3_scale_13,man_nontrad_4_1,m_nt_4_scale_1,m_nt_4_scale_3,m_nt_4_scale_4,m_nt_4_scale_5,m_nt_4_scale_12,m_nt_4_scale_13,man_nontrad_5_1,m_nt_5_scale_1,m_nt_5_scale_3,m_nt_5_scale_4,m_nt_5_scale_5,m_nt_5_scale_12,m_nt_5_scale_13,man_nontrad_6_1,m_nt_6_scale_1,m_nt_6_scale_3,m_nt_6_scale_4,m_nt_6_scale_5,m_nt_6_scale_12,m_nt_6_scale_13,man_nontrad_7_1,m_nt_7_scale_1,m_nt_7_scale_3,m_nt_7_scale_4,m_nt_7_scale_5,m_nt_7_scale_12,m_nt_7_scale_13,man_nontrad_8_1,m_nt_8_scale_1,m_nt_8_scale_3,m_nt_8_scale_4,m_nt_8_scale_5,m_nt_8_scale_12,m_nt_8_scale_13,man_nontrad_9_1,m_nt_9_scale_1,m_nt_9_scale_3,m_nt_9_scale_4,m_nt_9_scale_5,m_nt_9_scale_12,m_nt_9_scale_13,man_nontrad_10_1,m_nt_10_scale_1,m_nt_10_scale_3,m_nt_10_scale_4,m_nt_10_scale_5,m_nt_10_scale_12,m_nt_10_scale_13,man_trad_1_1,m_t_1_scale_1,m_t_1_scale_3,m_t_1_scale_4,m_t_1_scale_5,m_t_1_scale_12,m_t_1_scale_13,man_trad_2_1,m_t_2_scale_1,m_t_2_scale_3,m_t_2_scale_4,m_t_2_scale_5,m_t_2_scale_12,m_t_2_scale_13,man_trad_3_1,m_t_3_scale_1,m_t_3_scale_3,m_t_3_scale_4,m_t_3_scale_5,m_t_3_scale_12,m_t_3_scale_13,man_trad_4_1,m_t_4_scale_1,m_t_4_scale_3,m_t_4_scale_4,m_t_4_scale_5,m_t_4_scale_12,m_t_4_scale_13,man_trad_5_1,m_t_5_scale_1,m_t_5_scale_3,m_t_5_scale_4,m_t_5_scale_5,m_t_5_scale_12,m_t_5_scale_13,man_trad_6_1,m_t_6_scale_1,m_t_6_scale_3,m_t_6_scale_4,m_t_6_scale_5,m_t_6_scale_12,m_t_6_scale_13,man_trad_7_1,m_t_7_scale_1,m_t_7_scale_3,m_t_7_scale_4,m_t_7_scale_5,m_t_7_scale_12,m_t_7_scale_13,man_trad_8_1,m_t_8_scale_1,m_t_8_scale_3,m_t_8_scale_4,m_t_8_scale_5,m_t_8_scale_12,m_t_8_scale_13,man_trad_9_1,m_t_9_scale_1,m_t_9_scale_3,m_t_9_scale_4,m_t_9_scale_5,m_t_9_scale_12,m_t_9_scale_13,man_trad_10_1,m_t_10_scale_1,m_t_10_scale_3,m_t_10_scale_4,m_t_10_scale_5,m_t_10_scale_12,m_t_10_scale_13,woman_nontrad_1_1,w_nt_1_scale_1,w_nt_1_scale_3,w_nt_1_scale_4,w_nt_1_scale_5,w_nt_1_scale_12,w_nt_1_scale_13,woman_nontrad_2_1,w_nt_2_scale_1,w_nt_2_scale_3,w_nt_2_scale_4,w_nt_2_scale_5,w_nt_2_scale_12,w_nt_2_scale_13,woman_nontrad_3_1,w_nt_3_scale_1,w_nt_3_scale_3,w_nt_3_scale_4,w_nt_3_scale_5,w_nt_3_scale_12,w_nt_3_scale_13,woman_nontrad_4_1,w_nt_4_scale_1,w_nt_4_scale_3,w_nt_4_scale_4,w_nt_4_scale_5,w_nt_4_scale_12,w_nt_4_scale_13,woman_nontrad_5_1,w_nt_5_scale_1,w_nt_5_scale_3,w_nt_5_scale_4,w_nt_5_scale_5,w_nt_5_scale_12,w_nt_5_scale_13,woman_nontrad_6_1,w_nt_6_scale_1,w_nt_6_scale_3,w_nt_6_scale_4,w_nt_6_scale_5,w_nt_6_scale_12,w_nt_6_scale_13,woman_nontrad_7_1,w_nt_7_scale_1,w_nt_7_scale_3,w_nt_7_scale_4,w_nt_7_scale_5,w_nt_7_scale_12,w_nt_7_scale_13,woman_nontrad_8_1,w_nt_8_scale_1,w_nt_8_scale_3,w_nt_8_scale_4,w_nt_8_scale_5,w_nt_8_scale_12,w_nt_8_scale_13,woman_nontrad_9_1,w_nt_9_scale_1,w_nt_9_scale_3,w_nt_9_scale_4,w_nt_9_scale_5,w_nt_9_scale_12,w_nt_9_scale_13,woman_nontrad_10_1,w_nt_10_scale_1,w_nt_10_scale_3,w_nt_10_scale_4,w_nt_10_scale_5,w_nt_10_scale_12,w_nt_10_scale_13,woman_trad_1_1,w_t_1_scale_1,w_t_1_scale_3,w_t_1_scale_4,w_t_1_scale_5,w_t_1_scale_12,w_t_1_scale_13,woman_trad_2_1,w_t_2_scale_1,w_t_2_scale_3,w_t_2_scale_4,w_t_2_scale_5,w_t_2_scale_12,w_t_2_scale_13,woman_trad_3_1,w_t_3_scale_1,w_t_3_scale_3,w_t_3_scale_4,w_t_3_scale_5,w_t_3_scale_12,w_t_3_scale_13,woman_trad_4_1,w_t_4_scale_1,w_t_4_scale_3,w_t_4_scale_4,w_t_4_scale_5,w_t_4_scale_12,w_t_4_scale_13,woman_trad_5_1,w_t_5_scale_1,w_t_5_scale_3,w_t_5_scale_4,w_t_5_scale_5,w_t_5_scale_12,w_t_5_scale_13,woman_trad_6_1,w_t_6_scale_1,w_t_6_scale_3,w_t_6_scale_4,w_t_6_scale_5,w_t_6_scale_12,w_t_6_scale_13,woman_trad_7_1,w_t_7_scale_1,w_t_7_scale_3,w_t_7_scale_4,w_t_7_scale_5,w_t_7_scale_12,w_t_7_scale_13,woman_trad_8_1,w_t_8_scale_1,w_t_8_scale_3,w_t_8_scale_4,w_t_8_scale_5,w_t_8_scale_12,w_t_8_scale_13,woman_trad_9_1,w_t_9_scale_1,w_t_9_scale_3,w_t_9_scale_4,w_t_9_scale_5,w_t_9_scale_12,w_t_9_scale_13,woman_trad_10_1,w_t_10_scale_1,w_t_10_scale_3,w_t_10_scale_4,w_t_10_scale_5,w_t_10_scale_12,w_t_10_scale_13,age,gender,gender_5_TEXT,employment,role,company_size,experience,roles,industry,industry_12_TEXT,risk_aversion_1,risk_aversion_2,risk_aversion_3,risk_aversion_4,risk_aversion_5,risk_aversion_6,Condition,Iteration
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,5,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,6,6,5,7,6,6,6,,,,,,,,58,Man,,Employed full time,Product Manager,100-500 employees,10+ years,Marketing and Product Management,Technology,,2,5,2,2,5,2,Woman_Traditional,Experiment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,2,2,5,7,7,,,,,,,,,,,,,,,7,7,6,6,7,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,Man,,Employed full time,Senior Scientist,100-500 employees,10+ years,"Scientist, Engineer, Chemist","Manufacturing,Other - not listed",Research and Development,2,3,2,2,6,3,Man_Traditional,Experiment
,,,,,,,,,,,,,,8,6,5,5,5,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,5,5,5,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,Woman,,Employed full time,Software Engineer,"500-1,000 employees",3-5 years,Software Engineering,Technology,,6,7,6,6,3,7,Man_Nontraditional,Experiment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,10,6,8,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,8,7,6,6,10,10,,,,,,,,,,,,,,,,,,,,,,42,Woman,,Employed full time,IT consultant,"1,000+ employees",1-2 years,"Project leader, software engineer, technical writer, product manager","Professional or business services,Technology",,3,4,3,3,5,5,Woman_Traditional,Experiment
9,9,7,8,9,9,9,,,,,,,,,,,,,,,,,,,,,,9,9,7,6,8,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,Man,,Employed full time,Finance Manager,"1,000+ employees",1-2 years,Corporate Finance,Financial or information,,5,6,5,6,3,5,Man_Nontraditional,Experiment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,9,5,5,5,3,8,,,,,,,,,,,,,,,,,,,,,,7,8,5,5,5,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,Man,,Employed full time,post doc researcher,"1,000+ employees",3-5 years,"employee, intern, student, ",Education,,4,5,4,6,4,5,Woman_Nontraditional,Experiment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,9,9,6,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,10,9,5,10,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,Woman,,Employed full time,HR Manager,"500-1,000 employees",3-5 years,"Engineering, IT","Professional or business services,Technology",,2,7,6,5,7,6,Man_Traditional,Experiment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,8,6,8,9,10,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,7,9,7,10,9,,,,,,,,,,,,,,,,,,,,,,35,Woman,,Employed full time,Beta Engineer,"1,000+ employees",1-2 years,Support Engineer,Technology,,6,5,5,5,3,5,Woman_Traditional,Experiment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,8,9,10,10,10,,,,,,,,9,10,10,10,7,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,Man,,Employed full time,analyst,"1,000+ employees",5-10 years,"Past job experience, hired imaging technicians for photo imaging company",Technology,,4,6,6,6,3,5,Man_Traditional,Experiment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,8,5,7,2,6,,,,,,,,7,6,2,5,7,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,Man,,Employed full time,engineer,100-500 employees,Less than 1 year,software contractors,Technology,,3,7,7,3,5,5,Man_Nontraditional,Experiment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,7,5,5,5,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5,5,5,7,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,Woman,,Employed full time,health coach,"1,000+ employees",Less than 1 year,fast food cashier,Leisure or hospitality,,4,5,5,4,5,5,Woman_Nontraditional,Experiment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,7,7,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,7,7,6,6,6,30,Man,,Employed full time,Software Engineer,50-100 employees,3-5 years,Software Engineer,Technology,,3,5,5,5,5,3,Woman_Traditional,Experiment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,8,7,9,10,10,,,,,,,,,,,,,,,9,10,6,6,9,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,Woman,,Employed full time,Senior Analytics Associate,"1,000+ employees",Less than 1 year,It was for an analytics associate role on my team.,"Professional or business services,Other - not listed",STEM,2,4,3,2,5,3,Man_Traditional,Experiment
,,,,,,,3,6,5,5,5,0,6,,,,,,,,,,,,,,,,,,,,,,8,10,7,8,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,Woman,,Employed full time,Director,50-100 employees,5-10 years,Assistant IT Manager; STEM research analyst; software engineer,"Financial or information,Technology",,6,7,7,6,5,6,Man_Nontraditional,Experiment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,8,7,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,Man,,Employed full time,Operations technician,"1,000+ employees",1-2 years,Operations staff,Technology,,1,5,3,1,6,1,Woman_Nontraditional,Experiment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,8,1,5,6,9,10,,,,,,,,10,10,7,5,5,8,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,Man,,Employed full time,Staff Software Engineer,"1,000+ employees",3-5 years,"Software engineer, engineering director ",Technology,,6,6,7,5,7,5,Man_Nontraditional,Experiment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,10,5,9,9,10,10,8,8,3,2,4,9,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,Man,,Employed full time,database administrator ,Less than 50 employees,5-10 years,"database specialist, database admin, tech support, cybersecurity analyst",Technology,,2,7,6,6,2,5,Woman_Traditional,Experiment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,6,8,9,8,,,,,,,,7,7,6,6,6,9,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,Woman,,Employed full time,UX Designer,"1,000+ employees",3-5 years,"UX Design, Product Management, Executive roles, people operations roles","Health,Professional or business services,Technology",,5,7,7,6,2,7,Man_Traditional,Experiment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,8,9,8,8,7,8,,,,,,,,,,,,,,,,,,,,,,6,7,7,7,8,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,Man,,Employed full time,Project Manager,"1,000+ employees",10+ years,Junior and senior development staff,Technology,,5,6,4,5,4,5,Woman_Nontraditional,Experiment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,6,8,7,10,9,,,,,,,,,,,,,,,8,9,8,6,8,10,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,Man,,Employed full time,Mechanical Engineer,100-500 employees,1-2 years,"Intern or a junior software engineer
Mid-level software engineer",Other - not listed,Engineering,2,4,5,3,5,2,Woman_Nontraditional,Experiment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,10,8,9,8,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,9,9,9,8,9,,,,,,,,,,,,,,,56,Man,,Employed full time,Sales Engineer,"500-1,000 employees",5-10 years,"Deployment Engineer, Tech Lead",Technology,,3,5,4,6,5,2,Woman_Traditional,Experiment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,1,1,1,8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,9,1,1,1,9,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,Woman,,Employed full time,Project Manager,Less than 50 employees,5-10 years,"Mangers, Directors","Professional or business services,Technology,Other - not listed",,2,6,5,3,5,3,Man_Traditional,Experiment
9,9,5,6,6,9,9,,,,,,,,,,,,,,,5,6,5,5,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,Man,,Employed full time,Web Developer,Less than 50 employees,1-2 years,Hiring for programmers and developers.,"Financial or information,Retail,Technology",,5,6,7,5,5,5,Man_Nontraditional,Experiment
,,,,,,,,,,,,,,7,9,6,8,9,7,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,7,8,7,8,9,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,Man,,Employed full time,Design Engineer,50-100 employees,3-5 years,"Assembly, Engineering",Manufacturing,,2,5,5,5,3,3,Man_Nontraditional,Experiment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,5,8,7,7,6,,,,,,,,,,,,,,,,,,,,,,2,5,4,5,4,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,Man,,Employed full time,Manager,50-100 employees,3-5 years,General IT roles.,Technology,,3,6,5,6,5,6,Woman_Nontraditional,Experiment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,7,6,5,7,9,5,6,8,6,5,6,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,Man,,Employed full time,IT director ,"1,000+ employees",10+ years,IT related positions,Technology,,5,6,6,5,3,5,Man_Traditional,Experiment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,8,8,7,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,7,9,9,10,10,,,,,,,,31,Man,,Employed full time,IT Admin,100-500 employees,3-5 years,IT Admin,Technology,,2,4,4,2,5,2,Woman_Traditional,Experiment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,10,7,8,8,9,10,,,,,,,,,,,,,,,6,9,5,5,9,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,Woman,,Employed full time,network support,"500-1,000 employees",1-2 years,IT technician,Technology,,7,6,7,6,3,7,Man_Traditional,Experiment
